Score,Scored by,Popularity Rank,Rating Rank,Members,Date
8.53,"491,805",35,932,"859,052",Sun Jun 09 2019 21:08:11 GMT-0400 (Eastern Daylight Time)
8.53,"491,911",36,932,"859,231",Mon Jun 10 2019 08:20:48 GMT-0400 (Eastern Daylight Time)
8.53,"491,919",36,932,"859,250",Mon Jun 10 2019 09:53:43 GMT-0400 (Eastern Daylight Time)
8.53,"491,986",36,932,"859,432",Mon Jun 10 2019 19:40:13 GMT-0400 (Eastern Daylight Time)
8.53,"492,165",36,932,"859,824",Tue Jun 11 2019 21:04:53 GMT-0400 (Eastern Daylight Time)
8.53,"492,371",36,932,"860,197",Thu Jun 13 2019 00:08:01 GMT-0400 (Eastern Daylight Time)
8.53,"492,371",36,932,"860,197",Thu Jun 13 2019 00:08:03 GMT-0400 (Eastern Daylight Time)
8.53,"492,395",36,932,"860,253",Thu Jun 13 2019 04:02:28 GMT-0400 (Eastern Daylight Time)
8.53,"492,723",36,932,"860,906",Sat Jun 15 2019 02:26:11 GMT-0400 (Eastern Daylight Time)
8.53,"492,918",36,932,"861,300",Sun Jun 16 2019 06:01:38 GMT-0400 (Eastern Daylight Time)
8.53,"493,018",36,932,"861,559",Sun Jun 16 2019 21:47:49 GMT-0400 (Eastern Daylight Time)
8.53,"493,141",36,932,"861,776",Mon Jun 17 2019 13:24:32 GMT-0400 (Eastern Daylight Time)
8.53,"493,828",36,942,"863,216",Fri Jun 21 2019 05:03:14 GMT-0400 (Eastern Daylight Time)
8.53,"494,008",36,942,"863,528",Fri Jun 21 2019 23:59:41 GMT-0400 (Eastern Daylight Time)
8.53,"494,084",36,942,"863,768",Sat Jun 22 2019 16:36:54 GMT-0400 (Eastern Daylight Time)
8.53,"494,136",36,942,"863,824",Sat Jun 22 2019 19:34:13 GMT-0400 (Eastern Daylight Time)
8.53,"494,187",36,942,"863,905",Sat Jun 22 2019 23:32:12 GMT-0400 (Eastern Daylight Time)
8.53,"494,187",36,942,"863,905",Sat Jun 22 2019 23:32:58 GMT-0400 (Eastern Daylight Time)
8.53,"494,222",36,942,"863,962",Sun Jun 23 2019 03:29:54 GMT-0400 (Eastern Daylight Time)
8.53,"494,422",36,942,"864,299",Sun Jun 23 2019 22:43:23 GMT-0400 (Eastern Daylight Time)
8.53,"494,439",36,942,"864,359",Mon Jun 24 2019 01:15:24 GMT-0400 (Eastern Daylight Time)
8.53,"494,646",35,942,"864,711",Mon Jun 24 2019 23:48:09 GMT-0400 (Eastern Daylight Time)
8.53,"494,924",36,932,"865,237",Wed Jun 26 2019 04:28:58 GMT-0400 (Eastern Daylight Time)
8.53,"495,125",36,932,"865,654",Thu Jun 27 2019 06:10:03 GMT-0400 (Eastern Daylight Time)
8.53,"495,307",36,932,"866,014",Fri Jun 28 2019 05:48:03 GMT-0400 (Eastern Daylight Time)
8.53,"495,536",36,932,"866,544",Sat Jun 29 2019 17:31:08 GMT-0400 (Eastern Daylight Time)
8.53,"495,536",36,932,"866,544",Sat Jun 29 2019 17:48:02 GMT-0400 (Eastern Daylight Time)
8.53,"495,833",35,932,"867,074",Sun Jun 30 2019 23:31:55 GMT-0400 (Eastern Daylight Time)
8.53,"495,864",35,932,"867,098",Mon Jul 01 2019 00:23:13 GMT-0400 (Eastern Daylight Time)
8.53,"496,662",36,932,"868,659",Thu Jul 04 2019 13:33:37 GMT-0400 (Eastern Daylight Time)
8.53,"497,008",35,932,"869,315",Sat Jul 06 2019 02:39:46 GMT-0400 (Eastern Daylight Time)
8.53,"497,008",35,932,"869,331",Sat Jul 06 2019 03:16:26 GMT-0400 (Eastern Daylight Time)
8.53,"497,234",35,932,"869,739",Sun Jul 07 2019 03:46:58 GMT-0400 (Eastern Daylight Time)
8.53,"497,431",36,932,"870,154",Mon Jul 08 2019 00:24:01 GMT-0400 (Eastern Daylight Time)
8.53,"497,431",36,932,"870,154",Mon Jul 08 2019 00:25:38 GMT-0400 (Eastern Daylight Time)
8.53,"497,431",36,932,"870,174",Mon Jul 08 2019 01:16:59 GMT-0400 (Eastern Daylight Time)
8.53,"497,511",36,942,"870,526",Mon Jul 08 2019 20:22:28 GMT-0400 (Eastern Daylight Time)
8.53,"497,511",36,942,"870,604",Mon Jul 08 2019 23:58:44 GMT-0400 (Eastern Daylight Time)
8.53,"497,792",36,942,"870,913",Tue Jul 09 2019 17:25:24 GMT-0400 (Eastern Daylight Time)
8.53,"498,003",36,942,"871,271",Wed Jul 10 2019 12:25:36 GMT-0400 (Eastern Daylight Time)
8.53,"498,236",36,942,"871,799",Thu Jul 11 2019 14:59:04 GMT-0400 (Eastern Daylight Time)
8.53,"498,236",36,942,"871,799",Thu Jul 11 2019 14:59:10 GMT-0400 (Eastern Daylight Time)
8.53,"498,236",36,942,"871,921",Thu Jul 11 2019 19:43:04 GMT-0400 (Eastern Daylight Time)
8.53,"498,426",36,942,"872,124",Fri Jul 12 2019 05:09:46 GMT-0400 (Eastern Daylight Time)
8.53,"498,426",35,942,"872,175",Fri Jul 12 2019 08:34:19 GMT-0400 (Eastern Daylight Time)
8.53,"498,542",35,942,"872,561",Sat Jul 13 2019 06:26:40 GMT-0400 (Eastern Daylight Time)
8.53,"498,542",35,942,"872,611",Sat Jul 13 2019 10:21:13 GMT-0400 (Eastern Daylight Time)
8.53,"498,686",35,942,"872,792",Sat Jul 13 2019 19:28:21 GMT-0400 (Eastern Daylight Time)
8.53,"498,837",35,942,"872,921",Sun Jul 14 2019 02:16:58 GMT-0400 (Eastern Daylight Time)
8.53,"498,897",35,942,"873,103",Sun Jul 14 2019 13:08:33 GMT-0400 (Eastern Daylight Time)
8.53,"498,897",35,952,"873,386",Mon Jul 15 2019 01:14:19 GMT-0400 (Eastern Daylight Time)
8.53,"499,198",35,942,"873,810",Mon Jul 15 2019 22:51:36 GMT-0400 (Eastern Daylight Time)
8.53,"499,198",35,942,"873,962",Tue Jul 16 2019 05:46:53 GMT-0400 (Eastern Daylight Time)
8.53,"499,198",35,932,"874,007",Tue Jul 16 2019 08:32:45 GMT-0400 (Eastern Daylight Time)
8.53,"499,777",35,932,"874,895",Thu Jul 18 2019 07:48:25 GMT-0400 (Eastern Daylight Time)
8.53,"499,878",35,932,"875,132",Thu Jul 18 2019 21:18:45 GMT-0400 (Eastern Daylight Time)
8.53,"500,182",35,942,"875,737",Sat Jul 20 2019 07:51:03 GMT-0400 (Eastern Daylight Time)
8.53,"500,337",35,942,"876,061",Sun Jul 21 2019 01:35:41 GMT-0400 (Eastern Daylight Time)
8.53,"500,355",35,942,"876,078",Sun Jul 21 2019 02:36:15 GMT-0400 (Eastern Daylight Time)
8.53,"500,355",35,942,"876,078",Sun Jul 21 2019 02:36:17 GMT-0400 (Eastern Daylight Time)
8.53,"500,439",35,942,"876,264",Sun Jul 21 2019 14:16:23 GMT-0400 (Eastern Daylight Time)
8.53,"500,439",35,942,"876,264",Sun Jul 21 2019 14:27:41 GMT-0400 (Eastern Daylight Time)
8.53,"500,575",35,942,"876,535",Mon Jul 22 2019 01:39:38 GMT-0400 (Eastern Daylight Time)
8.53,"500,575",35,942,"876,562",Mon Jul 22 2019 03:22:12 GMT-0400 (Eastern Daylight Time)
8.53,"501,017",36,942,"877,408",Tue Jul 23 2019 23:42:11 GMT-0400 (Eastern Daylight Time)
8.53,"501,017",36,942,"877,428",Wed Jul 24 2019 00:49:04 GMT-0400 (Eastern Daylight Time)
8.53,"501,017",36,942,"877,428",Wed Jul 24 2019 00:49:16 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"878,137",Thu Jul 25 2019 19:24:05 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"878,572",Fri Jul 26 2019 22:38:29 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"878,892",Sat Jul 27 2019 20:58:38 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"878,911",Sat Jul 27 2019 21:41:03 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,180",Sun Jul 28 2019 14:31:39 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,432",Sun Jul 28 2019 23:43:33 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,432",Sun Jul 28 2019 23:43:39 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,466",Mon Jul 29 2019 02:05:18 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,720",Mon Jul 29 2019 18:23:30 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"879,883",Tue Jul 30 2019 01:37:36 GMT-0400 (Eastern Daylight Time)
8.53,"501,280",37,942,"880,059",Tue Jul 30 2019 13:25:12 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"880,495",Wed Jul 31 2019 14:39:55 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"881,158",Fri Aug 02 2019 08:57:02 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"881,404",Fri Aug 02 2019 18:26:31 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"881,592",Sat Aug 03 2019 02:31:13 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"881,592",Sat Aug 03 2019 02:31:27 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"881,855",Sat Aug 03 2019 17:27:59 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"882,271",Sun Aug 04 2019 17:18:14 GMT-0400 (Eastern Daylight Time)
8.53,"502,527",37,942,"882,481",Mon Aug 05 2019 02:56:14 GMT-0400 (Eastern Daylight Time)
8.53,"504,042",37,952,"883,289",Wed Aug 07 2019 00:06:10 GMT-0400 (Eastern Daylight Time)
8.53,"504,042",37,952,"883,313",Wed Aug 07 2019 01:35:23 GMT-0400 (Eastern Daylight Time)
8.53,"504,092",37,952,"883,400",Wed Aug 07 2019 07:23:08 GMT-0400 (Eastern Daylight Time)
8.53,"504,139",37,962,"883,485",Wed Aug 07 2019 13:46:04 GMT-0400 (Eastern Daylight Time)
8.53,"504,202",37,962,"883,606",Wed Aug 07 2019 20:21:49 GMT-0400 (Eastern Daylight Time)
8.53,"504,320",37,962,"883,851",Thu Aug 08 2019 09:18:41 GMT-0400 (Eastern Daylight Time)
8.53,"504,733",37,962,"884,601",Sat Aug 10 2019 07:53:46 GMT-0400 (Eastern Daylight Time)
8.53,"504,761",37,962,"884,658",Sat Aug 10 2019 12:13:42 GMT-0400 (Eastern Daylight Time)
8.53,"504,844",37,962,"884,794",Sat Aug 10 2019 19:59:31 GMT-0400 (Eastern Daylight Time)
8.53,"505,162",36,972,"885,433",Mon Aug 12 2019 03:21:21 GMT-0400 (Eastern Daylight Time)
8.53,"505,416",36,972,"885,783",Mon Aug 12 2019 21:17:47 GMT-0400 (Eastern Daylight Time)
8.53,"505,490",36,972,"885,950",Tue Aug 13 2019 04:57:22 GMT-0400 (Eastern Daylight Time)
8.53,"505,645",36,962,"886,211",Tue Aug 13 2019 18:32:43 GMT-0400 (Eastern Daylight Time)
8.53,"505,786",37,942,"886,486",Wed Aug 14 2019 07:45:54 GMT-0400 (Eastern Daylight Time)
8.53,"506,035",37,942,"886,918",Thu Aug 15 2019 07:33:28 GMT-0400 (Eastern Daylight Time)
8.53,"506,035",37,942,"886,932",Thu Aug 15 2019 08:02:55 GMT-0400 (Eastern Daylight Time)
8.53,"506,558",37,952,"887,973",Sat Aug 17 2019 19:00:46 GMT-0400 (Eastern Daylight Time)
8.53,"506,885",37,952,"888,576",Mon Aug 19 2019 04:12:58 GMT-0400 (Eastern Daylight Time)
8.53,"506,953",36,952,"888,717",Mon Aug 19 2019 13:08:13 GMT-0400 (Eastern Daylight Time)
8.53,"508,115",36,942,"891,017",Sun Aug 25 2019 12:24:04 GMT-0400 (Eastern Daylight Time)
8.53,"508,270",36,952,"891,328",Mon Aug 26 2019 04:37:18 GMT-0400 (Eastern Daylight Time)
8.53,"508,712",37,962,"892,259",Wed Aug 28 2019 20:03:27 GMT-0400 (Eastern Daylight Time)
8.53,"508,712",37,952,"892,275",Wed Aug 28 2019 20:45:26 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,735",Fri Aug 30 2019 04:47:30 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,735",Fri Aug 30 2019 05:00:45 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,735",Fri Aug 30 2019 05:20:57 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,751",Fri Aug 30 2019 05:41:24 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,751",Fri Aug 30 2019 06:18:23 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,751",Fri Aug 30 2019 06:29:09 GMT-0400 (Eastern Daylight Time)
8.53,"508,934",37,952,"892,756",Fri Aug 30 2019 08:34:35 GMT-0400 (Eastern Daylight Time)
8.53,"509,417",37,952,"893,764",Sun Sep 01 2019 23:58:27 GMT-0400 (Eastern Daylight Time)
8.53,"509,441",37,952,"893,875",Mon Sep 02 2019 05:11:42 GMT-0400 (Eastern Daylight Time)
8.53,"509,940",37,932,"894,829",Wed Sep 04 2019 18:42:52 GMT-0400 (Eastern Daylight Time)
8.53,"510,742",36,922,"896,468",Mon Sep 09 2019 05:45:12 GMT-0400 (Eastern Daylight Time)
8.53,"511,129",36,912,"897,296",Wed Sep 11 2019 20:22:06 GMT-0400 (Eastern Daylight Time)
8.53,"511,865",37,892,"898,779",Mon Sep 16 2019 06:35:18 GMT-0400 (Eastern Daylight Time)
8.53,"512,038",37,892,"899,149",Tue Sep 17 2019 08:13:49 GMT-0400 (Eastern Daylight Time)
8.53,"512,101",37,892,"899,287",Tue Sep 17 2019 19:09:20 GMT-0400 (Eastern Daylight Time)
8.53,"512,101",37,892,"899,287",Tue Sep 17 2019 19:21:56 GMT-0400 (Eastern Daylight Time)
8.53,"512,311",37,892,"899,686",Thu Sep 19 2019 01:36:19 GMT-0400 (Eastern Daylight Time)
8.53,"512,664",37,892,"900,410",Sat Sep 21 2019 07:39:04 GMT-0400 (Eastern Daylight Time)
8.53,"512,815",37,892,"900,706",Sun Sep 22 2019 02:50:24 GMT-0400 (Eastern Daylight Time)
8.53,"513,039",37,892,"901,185",Mon Sep 23 2019 07:45:56 GMT-0400 (Eastern Daylight Time)
8.53,"513,434",37,892,"901,930",Wed Sep 25 2019 14:56:12 GMT-0400 (Eastern Daylight Time)
8.53,"513,507",37,892,"902,117",Thu Sep 26 2019 00:23:49 GMT-0400 (Eastern Daylight Time)
8.53,"513,565",37,892,"902,183",Thu Sep 26 2019 05:02:23 GMT-0400 (Eastern Daylight Time)
8.53,"513,565",37,892,"902,200",Thu Sep 26 2019 05:16:52 GMT-0400 (Eastern Daylight Time)
8.53,"513,622",37,892,"902,378",Thu Sep 26 2019 18:52:52 GMT-0400 (Eastern Daylight Time)
8.53,"513,702",37,892,"902,459",Thu Sep 26 2019 23:18:23 GMT-0400 (Eastern Daylight Time)
8.53,"513,750",37,882,"902,615",Fri Sep 27 2019 13:00:31 GMT-0400 (Eastern Daylight Time)
8.53,"514,336",37,892,"903,751",Mon Sep 30 2019 08:24:46 GMT-0400 (Eastern Daylight Time)
8.53,"515,194",37,902,"905,466",Sat Oct 05 2019 01:48:22 GMT-0400 (Eastern Daylight Time)
8.53,"515,610",37,902,"906,346",Mon Oct 07 2019 09:24:51 GMT-0400 (Eastern Daylight Time)
8.53,"515,957",37,902,"907,071",Wed Oct 09 2019 05:53:27 GMT-0400 (Eastern Daylight Time)
8.53,"518,505",36,892,"910,769",Sun Oct 13 2019 03:51:30 GMT-0400 (Eastern Daylight Time)
8.53,"518,701",36,892,"911,122",Sun Oct 13 2019 12:34:29 GMT-0400 (Eastern Daylight Time)
8.53,"519,361",36,892,"912,054",Mon Oct 14 2019 10:07:55 GMT-0400 (Eastern Daylight Time)
8.53,"519,552",36,892,"912,250",Mon Oct 14 2019 15:26:08 GMT-0400 (Eastern Daylight Time)
8.53,"520,952",36,892,"914,306",Wed Oct 16 2019 23:29:36 GMT-0400 (Eastern Daylight Time)
8.53,"521,042",36,892,"914,482",Thu Oct 17 2019 04:10:00 GMT-0400 (Eastern Daylight Time)
8.53,"521,042",36,892,"914,506",Thu Oct 17 2019 04:57:40 GMT-0400 (Eastern Daylight Time)
8.53,"521,042",36,892,"914,506",Thu Oct 17 2019 05:02:01 GMT-0400 (Eastern Daylight Time)
8.53,"521,042",36,892,"914,506",Thu Oct 17 2019 05:02:07 GMT-0400 (Eastern Daylight Time)
8.53,"521,110",36,892,"914,506",Thu Oct 17 2019 05:26:42 GMT-0400 (Eastern Daylight Time)
8.53,"522,485",36,892,"916,667",Sun Oct 20 2019 18:49:25 GMT-0400 (Eastern Daylight Time)
8.53,"522,750",37,872,"917,104",Mon Oct 21 2019 11:40:05 GMT-0400 (Eastern Daylight Time)
8.53,"523,984",37,862,"919,180",Fri Oct 25 2019 16:33:04 GMT-0400 (Eastern Daylight Time)
8.53,"523,984",37,862,"919,198",Fri Oct 25 2019 16:49:46 GMT-0400 (Eastern Daylight Time)
8.53,"524,632",37,862,"920,382",Mon Oct 28 2019 03:33:02 GMT-0400 (Eastern Daylight Time)
8.53,"524,767",37,862,"920,616",Mon Oct 28 2019 17:46:06 GMT-0400 (Eastern Daylight Time)
8.53,"525,131",37,862,"921,266",Wed Oct 30 2019 00:36:03 GMT-0400 (Eastern Daylight Time)
8.53,"525,356",37,862,"921,621",Wed Oct 30 2019 22:03:46 GMT-0400 (Eastern Daylight Time)
8.53,"525,854",37,862,"922,503",Sat Nov 02 2019 07:35:47 GMT-0400 (Eastern Daylight Time)
8.53,"525,854",37,862,"922,503",Sat Nov 02 2019 07:35:59 GMT-0400 (Eastern Daylight Time)
8.53,"526,849",37,862,"924,276",Wed Nov 06 2019 09:22:23 GMT-0500 (Eastern Standard Time)
8.53,"527,188",37,872,"924,866",Thu Nov 07 2019 20:57:42 GMT-0500 (Eastern Standard Time)
8.53,"527,415",37,872,"925,277",Fri Nov 08 2019 20:49:14 GMT-0500 (Eastern Standard Time)
8.53,"528,220",37,872,"926,867",Tue Nov 12 2019 17:05:35 GMT-0500 (Eastern Standard Time)
8.53,"528,252",37,872,"926,946",Tue Nov 12 2019 21:31:34 GMT-0500 (Eastern Standard Time)
8.53,"528,901",37,862,"928,049",Fri Nov 15 2019 21:39:25 GMT-0500 (Eastern Standard Time)
8.53,"528,901",37,862,"928,089",Fri Nov 15 2019 23:50:11 GMT-0500 (Eastern Standard Time)
8.53,"529,401",37,862,"928,969",Sun Nov 17 2019 23:16:35 GMT-0500 (Eastern Standard Time)
8.53,"529,596",37,862,"929,352",Mon Nov 18 2019 20:48:50 GMT-0500 (Eastern Standard Time)
8.53,"530,486",37,872,"931,027",Sat Nov 23 2019 00:35:04 GMT-0500 (Eastern Standard Time)
8.53,"530,531",37,872,"931,069",Sat Nov 23 2019 03:46:44 GMT-0500 (Eastern Standard Time)
8.53,"530,709",37,872,"931,406",Sat Nov 23 2019 22:20:42 GMT-0500 (Eastern Standard Time)
8.53,"530,709",37,872,"931,406",Sat Nov 23 2019 22:47:46 GMT-0500 (Eastern Standard Time)
8.53,"531,579",37,862,"933,086",Wed Nov 27 2019 22:19:04 GMT-0500 (Eastern Standard Time)
8.53,"531,827",37,862,"933,532",Fri Nov 29 2019 02:01:50 GMT-0500 (Eastern Standard Time)
8.53,"531,917",37,862,"933,678",Fri Nov 29 2019 15:18:21 GMT-0500 (Eastern Standard Time)
8.53,"532,152",37,852,"934,064",Sat Nov 30 2019 16:13:13 GMT-0500 (Eastern Standard Time)
8.53,"532,241",37,852,"934,220",Sun Dec 01 2019 00:24:24 GMT-0500 (Eastern Standard Time)
8.53,"532,586",37,852,"934,839",Mon Dec 02 2019 14:18:24 GMT-0500 (Eastern Standard Time)
8.53,"532,672",37,852,"934,964",Mon Dec 02 2019 21:41:27 GMT-0500 (Eastern Standard Time)
8.53,"533,893",37,882,"937,221",Mon Dec 09 2019 00:30:51 GMT-0500 (Eastern Standard Time)
8.53,"534,030",37,882,"937,531",Mon Dec 09 2019 21:07:17 GMT-0500 (Eastern Standard Time)
8.53,"534,569",37,882,"938,423",Thu Dec 12 2019 07:27:47 GMT-0500 (Eastern Standard Time)
8.53,"534,616",37,882,"938,557",Thu Dec 12 2019 17:28:37 GMT-0500 (Eastern Standard Time)
8.53,"534,616",37,882,"938,557",Thu Dec 12 2019 17:39:52 GMT-0500 (Eastern Standard Time)
8.53,"534,616",37,882,"938,557",Thu Dec 12 2019 17:39:54 GMT-0500 (Eastern Standard Time)
8.53,"534,616",37,882,"938,557",Thu Dec 12 2019 17:40:03 GMT-0500 (Eastern Standard Time)
8.53,"534,829",37,882,"939,008",Fri Dec 13 2019 23:07:09 GMT-0500 (Eastern Standard Time)
8.53,"535,212",37,852,"939,668",Sun Dec 15 2019 14:38:38 GMT-0500 (Eastern Standard Time)
8.53,"535,212",37,852,"939,729",Sun Dec 15 2019 17:14:47 GMT-0500 (Eastern Standard Time)
8.53,"535,461",37,852,"940,172",Mon Dec 16 2019 16:33:59 GMT-0500 (Eastern Standard Time)
8.53,535608,37,862,"940,427",Tue Dec 17 2019 03:21:24 GMT-0500 (Eastern Standard Time)
8.53,535899,37,862,"941,000",Wed Dec 18 2019 11:52:18 GMT-0500 (Eastern Standard Time)
8.53,537121,36,852,"943,301",Tue Dec 24 2019 03:41:26 GMT-0500 (Eastern Standard Time)
8.53,538071,36,852,"945,097",Sat Dec 28 2019 17:04:16 GMT-0500 (Eastern Standard Time)
8.53,538330,36,852,"945,518",Sun Dec 29 2019 14:38:56 GMT-0500 (Eastern Standard Time)
8.53,538822,36,852,"946,346",Tue Dec 31 2019 02:24:15 GMT-0500 (Eastern Standard Time)
8.53,538876,36,852,"946,434",Tue Dec 31 2019 05:08:13 GMT-0500 (Eastern Standard Time)
8.53,539759,35,852,"948,039",Fri Jan 03 2020 07:52:57 GMT-0500 (Eastern Standard Time)
8.53,540374,35,852,"949,093",Sat Jan 04 2020 23:48:20 GMT-0500 (Eastern Standard Time)
8.53,541109,36,852,"950,480",Tue Jan 07 2020 06:05:39 GMT-0500 (Eastern Standard Time)
8.53,541638,36,852,"951,475",Thu Jan 09 2020 00:13:04 GMT-0500 (Eastern Standard Time)
8.53,541942,36,852,"952,010",Fri Jan 10 2020 01:32:55 GMT-0500 (Eastern Standard Time)
8.53,542592,36,862,"953,153",Sun Jan 12 2020 03:51:27 GMT-0500 (Eastern Standard Time)
8.53,542634,36,862,"953,221",Sun Jan 12 2020 06:28:47 GMT-0500 (Eastern Standard Time)
8.53,543207,36,852,"954,345",Tue Jan 14 2020 02:36:49 GMT-0500 (Eastern Standard Time)
8.53,543242,36,852,"954,436",Tue Jan 14 2020 07:46:37 GMT-0500 (Eastern Standard Time)
8.52,544923,35,902,"957,737",Mon Jan 20 2020 19:54:41 GMT-0500 (Eastern Standard Time)
